裝備名稱,裝備部位,基礎ATK/DEF,基礎穩定度,屬性分類,屬性名稱,屬性值1,屬性值2,說明,(英文)裝備名稱
,,,,,item_difficulty,120,,,
,,,,,potential,34,,,
,,,,,cost,600,,,
,,,,,materials,"有裂痕的耐熱板#20,損壞的槍身#20,金屬#270,魔素#30",,,
滑膛槍,弩,130,50,stats,dex,3%,,,Rifled Musket
,,,,,critical_damage,4%,,,
,,,,,stronger_against_neutral,25,,,
,,,,,absolute_accuracy,2,,,
,,,,obtain,type,mobs,,,
,,,,,name,高階妖虎,,,
,,,,,map,阿爾堤玫亞宮殿．倉庫區1,,,
,,,,obtain,type,mobs,,,
,,,,,name,高階妖虎,,,
,,,,,map,阿爾堤玫亞宮殿．戴米馬其納格納庫,,,
魔喙弩槍,弩,143,50,stats,aspd,500,,,Rostrum Bowgun
,,,,,critical_damage,3%,,,
,,,,,element_wind,1,,,
,,,,obtain,type,mobs,,,
,,,,,name,白頭鴞,,,
,,,,,map,米斯魯那山遺跡．基盤迴廊 ,,,
,,,,obtain,type,mobs,,,
,,,,,name,魔偶槍兵,,,
,,,,,map,約路普之家．中央區(Lv100),,,
魔喙弩槍,弩,143,50,stats,aspd,750,,,Rostrum Bowgun
,,,,,critical_damage,3%,,,
,,,,,element_wind,1,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,125,,,
,,,,,item_difficulty,130,,,
,,,,,potential,36,,,
,,,,,cost,650,,,
,,,,,materials,"鮫狼的牙齒#18,金色刺針#6,木材#175,獸品#150",,,
櫻花燈榴彈槍,弩,176,50,stats,max_mp,500,,,Sakura Lantern Rifle
,,,,,critical_damage,6,,,
,,,,,stronger_against_earth,25,,,
,,,,,ailment_resistance,5,,,
,,,,,element_earth,1,,,
,,,,,additional_meele,100,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,2000,,,
,,,,,materials,"櫻雲輝石#25,墨色櫻樹枝#1,櫻花瓣#1,木材#60",,,
櫻花弩槍,弩,53,50,stats,max_mp,100,,,Sakura Matchlock
,,,,,atk,1%,,,
,,,,,magic_resistance,10,,,
,,,,,critical_damage,1,,,
,,,,,element_light,1,,,
,,,,,attack_mp_recovery,1,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,100,,,
,,,,,materials,"櫻花寶石#50,折斷的櫻樹枝#1,櫻色水晶片#1,木材#30",,,
櫻花弩槍,弩,53,50,stats,max_mp,200,,,Sakura Matchlock
,,,,,atk,4%,,,
,,,,,magic_resistance,10,,,
,,,,,critical_damage,2,,,
,,,,,element_light,1,,,
,,,,,attack_mp_recovery,3,,,
,,,,,weapon_atk,240,,,
,,,,obtain,type,boss,,,
,,,,,name,滅基亞（Nightmare）,,,
,,,,,map,櫻雲城．天守閣頂層 ,,,
,,,,,dye,A21B22,,,
魔形機槍,弩,75,40,stats,max_mp,200,,,Scrader Barrel
,,,,,light_resistance,-10,,,
,,,,,element_dark,1,,,
,,,,,short_range_damage,-2,,,
,,,,,critical_damage,7,,,
,,,,obtain,type,boss,,,
,,,,,name,魔形機殼,,,
,,,,,map,魔法廢棄物處理場．最深處,,,
魔形機槍,弩,75,40,stats,max_mp,300,,,Scrader Barrel
,,,,,light_resistance,-5,,,
,,,,,element_dark,1,,,
,,,,,short_range_damage,-1,,,
,,,,,critical_damage,5,,,
,,,,obtain,type,smith,,,
,,,,recipe,materials,"奇葩的頭部零件#2,魔形機殼結晶#2,金屬#250,木材#150",,,
,,,,,cost,800,,,
,,,,,item_level,75,,,
,,,,,item_difficulty,80,,,
,,,,,potential,28,,,
短槍砲,弩,18,60,stats,atk,-50%,,,Short Musket
,,,,,aspd,25%,,,
,,,,,critical_rate,25,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,20,,,
,,,,,item_difficulty,25,,,
,,,,,potential,19,,,
,,,,,cost,250,,,
,,,,,materials,"森狼之角#3,不詳的雙角#1,魔素#200,金屬#50",,,
連弩劍,弩,13,50,stats,agi,3,,,Sword Bowgun
,,,,,short_range_damage,2,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,5,,,
,,,,,item_difficulty,10,,,
,,,,,potential,16,,,
,,,,,cost,50,,,
,,,,,materials,"狼皮#35,木材#20,金屬#3",,,
連弩劍,弩,13,50,stats,agi,3,,,Sword Bowgun
,,,,,long_range_damage,1,,,
,,,,obtain,type,mobs,,,
,,,,,name,青蛙,,,
,,,,,map,伊庫耳湖沼區,,,
,,,,obtain,type,mobs,,,
,,,,,name,青蛙,,,
,,,,,map,里比可洞窟．第1區,,,
,,,,obtain,type,mobs,,,
,,,,,name,青蛙,,,
,,,,,map,里比可洞窟．第2區,,,
暴龍弩,弩,44,50,stats,critical_rate,6,,,War Bowgun
,,,,,critical_damage,3,,,
,,,,,ailment_resistance,-7,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,45,,,
,,,,,item_difficulty,50,,,
,,,,,potential,23,,,
,,,,,cost,500,,,
,,,,,materials,"大頭骨#1,厚綠鱗#4,結實的藤蔓#20,木材#500",,,
暴龍弩,弩,44,50,stats,critical_rate,12,,,War Bowgun
,,,,,critical_damage,5,,,
,,,,,ailment_resistance,-14,,,
,,,,obtain,type,boss,,,
,,,,,name,狂暴龍,,,
,,,,,map,豪塔幽谷．深處,,,
骨董小刀,小刀,100,,obtain,type,box,,,Antique Knife
,,,,,name,髒污骨董,,,
,,,,,map,受詛咒的鐘,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
工具刀,小刀,27,,stats,dex,2,,,Army Knife
,,,,,max_mp,100,,,
,,,,,evasion_regenerate,10,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,250,,,
,,,,,materials,"哥布林鉤爪#25,薩哈姆水晶#20,金屬#125",,,
餅乾之刃,小刀,70,,stats,natural_mp_regen,10%,,,Biscuit Knife
,,,,,max_mp,200,,,
,,,,,aggro,-20,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,40,,,
,,,,,materials,"糖果碎片#9,神秘果實#3,魔素#40",,,
吸血刀,小刀,40,,stats,natural_hp_regen,5%,,,Blood Drain Knife
,,,,,stability,-10,,,
,,,,,attack_mp_recovery,5,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,350,,,
,,,,,materials,"樹精之魂#10,碎裂的雙刃#2,獸品#110,木材#65",,,
開山刀,小刀,54,,stats,physical_pierce,6,,,Bush Knife
,,,,,aspd,-2%,,,
,,,,,weapon_atk,10,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,250,,,
,,,,,materials,"薩哈姆水晶#25,礦質鉗#2,金屬#125",,,
商隊小刀,小刀,4,,stats,evasion_regenerate,10,,,Caravan Dagger
,,,,obtain,type,smith,,,
,,,,recipe,cost,5,,,
,,,,,materials,"稚嫩的爪子#3,金屬#3",,,
混沌之刃,小刀,84,,stats,max_hp,1000,,,Chaos Knife
,,,,,max_mp,-100,,,
,,,,,neutral_resistance,10,,,
,,,,obtain,type,boss,,,
,,,,,name,龍獸馬其納,,,
,,,,,map,大型戴米馬其納製造廠．最深處,,,
巧克力之刃,小刀,60,,stats,natural_hp_regen,15%,,,Chocolate Knife
,,,,,evasion_regenerate,5,,,
,,,,,tumble_unavailable,1,,,
,,,,,fractional_barrier,10,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,40,,,
,,,,,materials,"巧克力碎片#9,神秘可可#3,木材#40",,,
受詛咒的短劍,小刀,60,0,stats,max_hp,-200,,,Cursed Dagger
,,,,,physical_pierce,5,,,
,,,,,ailment_resistance,-5,,,
,,,,,weapon_atk,13,,,
,,,,obtain,type,mobs,,,
,,,,,name,骸骨獸,,,
,,,,,map,艾特修砦,,,
小刀,小刀,12,,stats,dodge,3,,,Dagger
,,,,,evasion_regenerate,10,,,
,,,,obtain,type,smith,,,
,,,,obtain,type,quest,,,
,,,,,name,湖沼區的襲擊者,,,
,,,,,npc,尤尼斯,,,
,,,,,map,索菲亞街道,,,
,,,,recipe,cost,100,,,
,,,,,materials,"蠻龍之爪#2,小飛龍的單翼#5,金屬#40,木材#10",,,
戴米小刀,小刀,54,,stats,max_mp,150,,,Demi Knife
,,,,,critical_rate,5,,,
,,,,,evasion_regenerate,-30,,,
,,,,,flinch_unavailable,1,,,
,,,,obtain,type,mobs,,,
,,,,,name,戴米馬其納,,,
,,,,,map,自動砲台防衛線,,,
墮天使短刀,小刀,150,,stats,atk,3%,,,Fallen Angel Dagger
,,,,,critical_damage,3,,,
,,,,,recoil_damage,0.01,,,
,,,,obtain,type,mini_boss,,,
,,,,,name,墮天泡泡,,,
,,,,,map,化外迴廊,,,
鰭刺刀,小刀,47,,stats,stability,-10,,,Fin Knife
,,,,,critical_damage,5,,,
,,,,,fire_resistance,-20,,,
,,,,,evasion_regenerate,10,,,
,,,,obtain,type,mobs,,,
,,,,,name,菱紋企鵝,,,
,,,,,map,轉生泉．下層,,,
,,,,obtain,type,mobs,,,
,,,,,name,菱紋企鵝,,,
,,,,,map,轉生泉．中層,,,
,,,,obtain,type,mobs,,,
,,,,,name,菱紋企鵝,,,
,,,,,map,轉生泉．上層,,,
女神短劍,小刀,1,,stats,int,5,,,Goddess's Dagger
,,,,,max_mp,100,,,
,,,,,physical_resistance,-10,,,
,,,,,attack_mp_recovery,1,,,
,,,,obtain,type,boss,,,
,,,,,name,凝態古利絲,,,
,,,,,map,暗之城．大廳,,,
守護短劍,小刀,80,,stats,max_hp,10%,,,Guardian Dagger
,,,,,physical_resistance,10,,,
,,,,,magic_resistance,10,,,
,,,,obtain,type,mobs,,,
,,,,,name,加東蠵龜,,,
,,,,,map,通地塔．崩塌的上層,,,
,,,,obtain,type,mobs,,,
,,,,,name,加東蠵龜,,,
,,,,,map,通地塔．關內,,,
厚重小刀,小刀,17,,stats,str,3,,,Heavy Knife
,,,,,accuracy,-3,,,
,,,,,critical_rate,5,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,150,,,
,,,,,materials,"鐵#1,火燙的牙齒#5,金屬#50,木材#25",,,
神聖短刃,小刀,100,,stats,matk,2%,,,Holy Knife
,,,,,dark_resistance,10,,,
,,,,,tumble_unavailable,1,,,
,,,,obtain,type,mobs,,,
,,,,,name,天命魔方,,,
,,,,,map,眾神之殿．特殊神域,,,
,,,,obtain,type,mobs,,,
,,,,,name,天命魔方,,,
,,,,,map,眾神之殿．造物神域,,,
殺人小刀,小刀,20,0,stats,critical_damage,1,,,Knife Shaft
,,,,,evasion_regenerate,10,,,
,,,,,weapon_atk,30,bowgun,,
,,,,obtain,type,quest,,,
,,,,,name,盤據湧泉的怪物,,,
,,,,,npc,卓諾,,,
,,,,,map,索菲亞街道,,,
庫克力彎刀,小刀,50,,stats,accuracy,10,,,Kukri
,,,,,evasion_regenerate,10,,,
,,,,,additional_meele,50,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,400,,,
,,,,,materials,"尖銳刀刃#30,生鏽的大斧#30,神秘金屬片#30,木材#200",,,
庫克力彎刀,小刀,50,,stats,accuracy,7,,,Kukri
,,,,,evasion_regenerate,10,,,
,,,,,additional_meele,50,,,
,,,,obtain,type,mobs,,,
,,,,,name,鏽蝕騎士,,,
,,,,,map,黑川跡地,,,
輕質小刀,小刀,33,0,stats,magic_resistance,-10,,,Lightweight Knife
,,,,,aspd,100,,,
,,,,,evasion_regenerate,15,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,300,,,
,,,,,materials,"異界鉤爪#25,枯葉#20,金屬#75,獸品#75",,,
皇女短刃,小刀,104,,stats,critical_rate,10,,,Lil Empress Dagger
,,,,,water_resistance,-15,,,
,,,,,evasion_regenerate,15,,,
,,,,obtain,type,boss,,,
,,,,,name,薇芮娜．寇珥連生體,,,
,,,,,map,阿爾堤玫亞宮殿．皇座之殿,,,
魔法短劍,小刀,15,,stats,cspd,50,,,Magic Dagger
,,,,,evasion_regenerate,5,,,
,,,,,attack_mp_recovery,1,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,150,,,
,,,,,materials,"破掉的魔法燈#1,四葉苜蓿草#1,金屬#75",,,
魔法匕首,小刀,30,,stats,max_mp,300,,,Magical Dagger
,,,,,additional_magic,70,,,
,,,,obtain,type,quest,,,
,,,,,name,偷襲商隊的傢伙,,,
,,,,,npc,里諾,,,
,,,,,map,艾爾．斯卡羅,,,
異形短刀,小刀,72,0,stats,mdef,-33%,,,Odd-Shaped Knife
,,,,,critical_damage,3,,,
,,,,,critical_damage,3%,,,
,,,,obtain,type,boss,,,
,,,,,name,奴雷德斯,,,
,,,,,map,異界之門．第3區,,,
護身小刀,小刀,22,,stats,accuracy,5,,,Parrying Dagger
,,,,,guard_power,15,,,
,,,,,guard_regenerate,15,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,200,,,
,,,,,materials,"盧恩石#1,折損的刀刃#25,金屬#50,木材#50",,,
護身小刀ZC,小刀,22,,stats,critical_rate,5,bowgun,,Parrying Dagger ZC
,,,,,guard_power,20,,,
,,,,,guard_regenerate,20,,,
,,,,obtain,type,quest,,,
,,,,,name,要塞的酒友（2）,,,
,,,,,npc,卓諾,,,
,,,,,map,索菲亞街道,,,
威力小刀,小刀,8,,stats,str,2,,,Power Knife
,,,,,weapon_atk,4,,,
,,,,obtain,type,smith,,,
,,,,obtain,type,quest,,,
,,,,,name,保護遊民營,,,
,,,,,npc,芙蘭堤,,,
,,,,,map,索菲亞街道,,,
,,,,recipe,cost,50,,,
,,,,,materials,"菇菇孢子#32,金屬#20,木材#5",,,
鼠輩尖刀,小刀,71,,stats,physical_pierce,5,,,Rat Knife
,,,,,aspd,250,,,
,,,,,evasion_regenerate,10,,,
,,,,obtain,type,mobs,,,
,,,,,name,鼠劍客,,,
,,,,,map,阿爾堤玫亞下水道．東,,,
岩牙短劍,小刀,179,,obtain,type,mobs,,,Rock Fang Dagger
,,,,,name,石頭,,,
,,,,,map,忘卻洞窟,,,
航海員短劍,小刀,30,,stats,max_mp,100,,,Sailor's Dagger
,,,,,matk,1%,,,
,,,,,short_range_damage,-3,,,
,,,,obtain,type,quest,,,
,,,,,name,守護帆,,,
,,,,,npc,霍夫,,,
,,,,,map,索菲亞街道,,,
櫻雲姬的護身刀,小刀,110,,stats,max_mp,100,,,Sakura Princess Dagger
,,,,,stability,5,,,
,,,,,guard_power,25,,,
,,,,,guard_regenerate,25,,,
,,,,obtain,type,boss,,,
,,,,,name,滅基亞（Easy）,,,
,,,,,map,櫻雲城．天守閣頂層 ,,,
,,,,obtain,type,boss,,,
,,,,,name,滅基亞（Normal）,,,
,,,,,map,櫻雲城．天守閣頂層 ,,,
,,,,obtain,type,boss,,,
,,,,,name,滅基亞（Hard）,,,
,,,,,map,櫻雲城．天守閣頂層 ,,,
暴風短劍,小刀,20,,stats,dodge,7%,,,Storm Dagger
,,,,,aspd,7%,,,
,,,,,critical_rate,7%,,,
,,,,obtain,type,boss,,,
,,,,,name,佛雷帝亞,,,
,,,,,map,混生地帶,,,
刺刀,小刀,14,,stats,stability,7,bowgun,,Thorny Twig
,,,,,critical_rate,1,,,
,,,,obtain,type,mobs,,,
,,,,,name,布蘭達,,,
,,,,,map,尼賽爾山,,,
,,,,obtain,type,mobs,,,
,,,,,name,布蘭達,,,
,,,,,map,尼賽爾山．山腰,,,
投擲小刀,小刀,1,,stats,int,1,,,Throwing Knife
,,,,,evasion_regenerate,5,,,
薄暮短刀,小刀,10,,stats,aspd,10%,,,Twilight Dagger
,,,,,cspd,10%,,,
,,,,,additional_meele,10,,,
,,,,,additional_magic,10,,,
,,,,obtain,type,boss,,,
,,,,,name,薄暮巨龍,,,
,,,,,map,索費尼山岳要塞．屋頂,,,
1周年拳套,拳套,20,90,stats,agi,1%,,,1st Anniv Knuckles
,,,,,max_hp,300,,,
,,,,,dodge,6%,,,
,,,,,short_range_damage,1,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,1,,,
,,,,,item_difficulty,25,,,
,,,,,potential,19,,,
,,,,,cost,10,,,
,,,,,materials,1周年銅牌#20,,,
1周年拳套 II,拳套,38,90,stats,agi,2%,,,1st Anniv Knuckles II
,,,,,max_hp,600,,,
,,,,,dodge,9%,,,
,,,,,short_range_damage,2,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,25,,,
,,,,,item_difficulty,50,,,
,,,,,potential,23,,,
,,,,,cost,100,,,
,,,,,materials,1周年銀牌#20,,,
1周年拳套 III,拳套,60,90,stats,agi,3%,,,1st Anniv Knuckles III
,,,,,max_hp,900,,,
,,,,,dodge,12%,,,
,,,,,short_range_damage,3,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,50,,,
,,,,,item_difficulty,70,,,
,,,,,potential,27,,,
,,,,,cost,1000,,,
,,,,,materials,1周年金牌#20,,,
2周年拳套,拳套,20,90,stats,agi,1%,,,2nd Anniv Knuckles
,,,,,max_hp,300,,,
,,,,,dodge,6%,,,
,,,,,short_range_damage,1,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,1,,,
,,,,,item_difficulty,25,,,
,,,,,potential,19,,,
,,,,,cost,10,,,
,,,,,materials,2周年銅牌#20,,,
2周年拳套 II,拳套,38,90,stats,agi,2%,,,2nd Anniv Knuckles II
,,,,,max_hp,600,,,
,,,,,dodge,9%,,,
,,,,,short_range_damage,2,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,25,,,
,,,,,item_difficulty,50,,,
,,,,,potential,23,,,
,,,,,cost,100,,,
,,,,,materials,2周年銀牌#20,,,
2周年拳套 III,拳套,60,90,stats,agi,3%,,,2nd Anniv Knuckles III
,,,,,max_hp,900,,,
,,,,,dodge,12%,,,
,,,,,short_range_damage,3,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,50,,,
,,,,,item_difficulty,75,,,
,,,,,potential,27,,,
,,,,,cost,1000,,,
,,,,,materials,2周年金牌#20,,,
2周年拳套 IV,拳套,81,90,stats,agi,4%,,,2nd Anniv Knuckles IV
,,,,,max_hp,1200,,,
,,,,,dodge,15%,,,
,,,,,short_range_damage,4,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,75,,,
,,,,,item_difficulty,100,,,
,,,,,potential,30,,,
,,,,,cost,2000,,,
,,,,,materials,"2周年銀牌．波姆#20,金屬#100",,,
2周年拳套 V,拳套,99,90,stats,agi,5%,,,2nd Anniv Knuckles V
,,,,,max_hp,1500,,,
,,,,,dodge,18%,,,
,,,,,short_range_damage,5,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,100,,,
,,,,,item_difficulty,125,,,
,,,,,potential,32,,,
,,,,,cost,4000,,,
,,,,,materials,"2周年金牌．波姆#20,金屬#200",,,
3周年拳套,拳套,20,90,stats,agi,1%,,,3rd Anniv Knuckles
,,,,,max_hp,300,,,
,,,,,dodge,6%,,,
,,,,,short_range_damage,1,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,1,,,
,,,,,item_difficulty,25,,,
,,,,,potential,19,,,
,,,,,cost,10,,,
,,,,,materials,3周年銅牌#20,,,
3周年拳套 II,拳套,38,90,stats,agi,2%,,,3rd Anniv Knuckles II
,,,,,max_hp,600,,,
,,,,,dodge,9%,,,
,,,,,short_range_damage,2,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,25,,,
,,,,,item_difficulty,50,,,
,,,,,potential,23,,,
,,,,,cost,100,,,
,,,,,materials,3周年銀牌#20,,,
3周年拳套 III,拳套,60,90,stats,agi,3%,,,3rd Anniv Knuckles III
,,,,,max_hp,900,,,
,,,,,dodge,12%,,,
,,,,,short_range_damage,3,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,50,,,
,,,,,item_difficulty,75,,,
,,,,,potential,27,,,
,,,,,cost,1000,,,
,,,,,materials,3周年金牌#20,,,
3周年拳套 IV,拳套,81,90,stats,agi,4%,,,3rd Anniv Knuckles IV
,,,,,max_hp,1200,,,
,,,,,dodge,15%,,,
,,,,,short_range_damage,4,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,2000,,,
,,,,,materials,"3周年獎牌．波姆#20,獸品#100",,,
3周年拳套 V,拳套,99,90,stats,agi,5%,,,3rd Anniv Knuckles V
,,,,,max_hp,1500,,,
,,,,,dodge,18%,,,
,,,,,short_range_damage,5,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,3000,,,
,,,,,materials,"3周年銅牌．波姆#20,獸品#150",,,
3周年拳套 VI,拳套,125,90,stats,agi,6%,,,3rd Anniv Knuckles VI
,,,,,max_hp,1800,,,
,,,,,dodge,18%,,,
,,,,,short_range_damage,6,,,
,,,,,absolute_dodge,2,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,4000,,,
,,,,,materials,"3周年銀牌．波姆#20,獸品#200",,,
3周年拳套 VII,拳套,146,90,stats,agi,6%,,,3rd Anniv Knuckles VII
,,,,,max_hp,2100,,,
,,,,,dodge,18%,,,
,,,,,short_range_damage,6,,,
,,,,,absolute_dodge,4,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,5000,,,
,,,,,materials,"3周年金牌．波姆#20,獸品#250",,,
啤酒杯,拳套,174,80,stats,dodge,20%,,,Beer Mugs
,,,,,aspd,-100%,,,
,,,,,critical_damage,10%,,,
,,,,,short_range_damage,5,,,
,,,,,anticipate,15,,,
,,,,obtain,type,exchange,,,
,,,,,name,夏日活動(捕魚點數兌換所),,,
,,,,,map,沙爾陶海灘,,,
狂暴拳,拳套,51,90,stats,dex,6,,,Berserker Cestuses
,,,,,max_hp,4%,,,
,,,,,atk,2%,,,
,,,,,element_dark,1,,,
,,,,,motion_speed,3,,,
,,,,obtain,type,boss,,,
,,,,,name,蒙面戰士,,,
,,,,,map,莊園開墾地．高臺,,,
狂暴拳,拳套,51,90,stats,dex,4,,,Berserker Cestuses
,,,,,max_hp,8%,,,
,,,,,atk,2%,,,
,,,,,element_dark,1,,,
,,,,,motion_speed,1,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,60,,,
,,,,,item_difficulty,65,,,
,,,,,potential,25,,,
,,,,,cost,650,,,
,,,,,materials,"牢固的重鎖#4,秘銀#1,金屬#350,獸品#300",,,
貓拳,拳套,1,100,stats,atk,-50%,,,Cat Paws
,,,,,aspd,1000,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,150,,,
,,,,,materials,"波多姆的爪子#35,森狼之皮#1,獸品#40,布料#35",,,
環刃,拳套,115,90,stats,atk,4%,,,Chakrums
,,,,,aggro,-16,,,
,,,,,element_wind,1,,,
,,,,,long_range_damage,4,,,
,,,,,anticipate,8,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,115,,,
,,,,,item_difficulty,120,,,
,,,,,potential,34,,,
,,,,,cost,600,,,
,,,,,materials,"生鏽的鐵拳#25,球型鐵板#15,金屬#200,木材#100",,,
環刃,拳套,115,90,stats,atk,4%,,,Chakrums
,,,,,aggro,-8,,,
,,,,,element_wind,1,,,
,,,,,long_range_damage,4,,,
,,,,,anticipate,4,,,
,,,,obtain,type,mobs,,,
,,,,,name,挖礦機甲,,,
,,,,,map,通地塔．崩塌的上層,,,
,,,,obtain,type,mobs,,,
,,,,,name,挖礦機甲,,,
,,,,,map,通地塔．關內,,,
化學戒指,拳套,140,1,stats,accuracy,100,,,Chemical Ring
,,,,,aspd,1,,,
,,,,,attack_mp_recovery,10,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,57,,,
,,,,,materials,"盛夏貝殼#50,發光的魔導水#3,彩虹翅膀#1,藥品#100",,,
巧克力之拳,拳套,37,80,stats,max_mp,200,,,Chocolate Gifts
,,,,,element_light,1,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,10,,,
,,,,,materials,紅色包裝緞帶#30,,,
巧克力之拳 II,拳套,200,90,stats,max_mp,1000,,,Chocolate Gifts II
,,,,,element_light,1,,,
,,,,obtain,type,boss,,,
,,,,,name,愛利貝（無糖）,,,
,,,,,map,馬雅蒂拉,,,
尖爪,拳套,23,90,stats,agi,2%,,,Claws
,,,,,critical_damage,2%,,,
,,,,,attack_mp_recovery,2,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,25,,,
,,,,,item_difficulty,30,,,
,,,,,potential,19,,,
,,,,,cost,150,,,
,,,,,materials,"蠻龍之爪#5,火燙的牙齒#10,金屬#50,木材#25",,,
尖爪,拳套,23,90,stats,agi,1%,,,Claws
,,,,,critical_damage,1%,,,
,,,,,attack_mp_recovery,2,,,
,,,,obtain,type,mobs,,,
,,,,,name,飛龍,,,
,,,,,map,混生地帶,,,
路錐之拳,拳套,25,80,stats,physical_pierce,10,,,Cone Knuckles
,,,,,element_light,1,,,
,,,,,attack_mp_recovery,5,,,
,,,,,guard_break,2,,,
,,,,,reduce_dmg_straight_line,4,,,
,,,,,weapon_range,0.5,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,1,,,
,,,,,item_difficulty,10,,,
,,,,,potential,17,,,
,,,,,cost,10,,,
,,,,,materials,塑膠碎片#5,,,
路錐之拳 II,拳套,80,80,stats,physical_pierce,20,,,Cone Knuckles II
,,,,,element_light,1,,,
,,,,,attack_mp_recovery,10,,,
,,,,,guard_break,4,,,
,,,,,reduce_dmg_straight_line,8,,,
,,,,,weapon_range,0.5,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,1,,,
,,,,,item_difficulty,70,,,
,,,,,potential,26,,,
,,,,,cost,100,,,
,,,,,materials,"塑膠碎片#5,聖光書頁#1",,,
路錐之拳 III,拳套,160,80,stats,physical_pierce,30,,,Cone Knuckles III
,,,,,element_light,1,,,
,,,,,attack_mp_recovery,15,,,
,,,,,guard_break,8,,,
,,,,,reduce_dmg_straight_line,12,,,
,,,,,weapon_range,0.5,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,1,,,
,,,,,item_difficulty,130,,,
,,,,,potential,35,,,
,,,,,cost,1000,,,
,,,,,materials,"塑膠碎片#5,黑暗書頁#1",,,
結晶拳套,拳套,185,80,stats,atk,6%,,,Crystal Knuckles
,,,,,physical_resistance,-15,,,
,,,,,magic_resistance,20,,,
,,,,,accuracy,40%,,,
,,,,,attack_mp_recovery,10,,,
,,,,,stronger_against_neutral,25,,,
,,,,obtain,type,boss,,,
,,,,,name,結晶泰坦,,,
,,,,,map,被侵蝕的遺跡 ,,,
結晶拳套,拳套,185,80,stats,atk,6%,,,Crystal Knuckles
,,,,,physical_resistance,-10,,,
,,,,,magic_resistance,15,,,
,,,,,accuracy,20%,,,
,,,,,attack_mp_recovery,4,,,
,,,,,stronger_against_neutral,25,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,145,,,
,,,,,item_difficulty,150,,,
,,,,,potential,39,,,
,,,,,cost,1500,,,
,,,,,materials,"稀有透輝石#2,侵蝕巨人的石拳#2,金屬#900,獸品#600",,,
惡靈爪,拳套,76,90,stats,aspd,500,,,Devil Claws
,,,,,critical_rate,30%,,,
,,,,,element_dark,1,,,
,,,,,attack_mp_recovery,2,,,
,,,,,anticipate,10,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,85,,,
,,,,,item_difficulty,90,,,
,,,,,potential,29,,,
,,,,,cost,450,,,
,,,,,materials,"焦黑的龍皮#15,詭譎的生物切片 #30,獸品#125,布料#100",,,
,,,,obtain,type,quest,,,
,,,,,name,治療侵蝕的一線希望,,,
,,,,,npc,研究者幽靈,,,
,,,,,map,起始庭院,,,
惡靈爪,拳套,76,90,stats,aspd,500,,,Devil Claws
,,,,,critical_rate,20%,,,
,,,,,element_dark,1,,,
,,,,,attack_mp_recovery,1,,,
,,,,,anticipate,7,,,
,,,,obtain,type,mobs,,,
,,,,,name,鏽蝕鐵拳鬥士,,,
,,,,,map,暗之館．第1區,,,
,,,,obtain,type,mobs,,,
,,,,,name,鏽蝕鐵拳鬥士,,,
,,,,,map,暗之館．第2區,,,
